"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Produits";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2024-09";"Ontario";"2016A000235";"Huile de canola, 3 litres";"Dollars";"81";"unités";"0";"v1458870108";"6.95";"9.36";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"9.99";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"9.79";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"9.79";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"11.07";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"11.36";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"12.16";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"11.45";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"12.31";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"11.00";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"11.80";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"13.13";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"13.45";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"13.66";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"14.78";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"15.54";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"15.70";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"15.06";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"16.73";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"16.20";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"15.81";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Huile d'olive, 1 litre";"Dollars";"81";"unités";"0";"v1458870122";"6.96";"15.28";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.49";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.57";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.62";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.61";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.63";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.68";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.70";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.69";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.66";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.60";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.64";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.59";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.59";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.62";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.58";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.60";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.63";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.67";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.63";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.61";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Aliments pour bébés, 128 millilitres";"Dollars";"81";"unités";"0";"v1353834558";"6.67";"1.63";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"37.12";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"33.23";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"37.74";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"37.22";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"37.90";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"41.05";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"37.94";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"39.81";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"39.40";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"40.92";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"41.76";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"41.92";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"40.10";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"42.99";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"43.42";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"44.71";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"44.83";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"45.65";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"46.30";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"47.52";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Préparation pour nourrissons, 900 grammes";"Dollars";"81";"unités";"0";"v1458870117";"6.97";"46.94";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"5.54";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"5.74";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.27";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.08";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.17";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.48";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.18";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.00";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.17";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.23";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.25";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.21";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"5.69";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"5.90";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"5.92";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"5.94";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.27";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.16";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.15";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.01";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Beurre d’arachide, 1 kilogramme";"Dollars";"81";"unités";"0";"v1353834559";"6.68";"6.00";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.14";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.52";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.56";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.63";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.47";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.39";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.53";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.49";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.49";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.58";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.68";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.66";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.28";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.22";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.33";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.25";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.36";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.29";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.32";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.34";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Mayonnaise, 890 millilitres";"Dollars";"81";"unités";"0";"v1353834560";"6.69";"6.48";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.70";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.75";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.76";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.80";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.75";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.61";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.61";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.75";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.78";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.93";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.78";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.71";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.79";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.43";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.89";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.91";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.56";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.95";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.70";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.93";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Fèves au lard en conserve, 398 millilitres";"Dollars";"81";"unités";"0";"v1353834561";"6.70";"1.71";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"1.79";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"1.91";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"1.93";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.01";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.13";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.08";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.01";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"1.89";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"1.65";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.05";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.06";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.10";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.04";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"1.98";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.07";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.06";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.03";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.17";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"2.05";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"1.88";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Tomates en conserve, 796 millilitres";"Dollars";"81";"unités";"0";"v1353834562";"6.71";"1.93";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.52";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.75";"";"";"";"2"
"2023-03";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.64";"";"";"";"2"
"2023-04";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.81";"";"";"";"2"
"2023-05";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.37";"";"";"";"2"
"2023-06";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.36";"";"";"";"2"
"2023-07";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.67";"";"";"";"2"
"2023-08";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.27";"";"";"";"2"
"2023-09";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.21";"";"";"";"2"
"2023-10";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.56";"";"";"";"2"
"2023-11";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.54";"";"";"";"2"
"2023-12";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.82";"";"";"";"2"
"2024-01";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.47";"";"";"";"2"
"2024-02";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.30";"";"";"";"2"
"2024-03";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.40";"";"";"";"2"
"2024-04";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.39";"";"";"";"2"
"2024-05";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.54";"";"";"";"2"
"2024-06";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.69";"";"";"";"2"
"2024-07";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.38";"";"";"";"2"
"2024-08";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.31";"";"";"";"2"
"2024-09";"Ontario";"2016A000235";"Soupe en conserve, 284 millilitres";"Dollars";"81";"unités";"0";"v1353834563";"6.72";"1.28";"";"";"";"2"
"2023-01";"Ontario";"2016A000235";"Haricots et lentilles en conserve, 540 millilitres";"Dollars";"81";"unités";"0";"v1353834564";"6.73";"1.54";"";"";"";"2"
"2023-02";"Ontario";"2016A000235";"Haricots et lentilles en conserve, 540 millilitres";"Dollars";"81";"unités";"0";"v1353834564";"6.73";"1.55";"";"";"";"2"
